tweet,Personal_Attack
@amarsabid01 @RT_com Drink camel urine mulla,1
@CBSNews wow they actually deported someone that is white?,0
@LauraLoomer @DonaldJTrumpJr @CNN @jaketapper Weird having these people amongst us. #helpus,0
@2tweetaboutit @MailOnline Good then deport after her sentence,0
@guardian Racist article.,1
@mims I hate wire frames,0
"@MirrorCeleb @DailyMirror Good on her.
When she's 40, I hope she shits herself.",1
@Koolhanger @greg85MUFC @robbohuyton @TheAnfieldWrap There’s loads in there. It wasn’t hard. Sick man following sites like that.,0
Publisher of white nationalist platform attends Trump adviser Kudlow's birthday party https://t.co/LfEUYhoBu0 via @USATODAY,0
@FoxNews Yes black woman bring this racist down,0
"Medical [Old Toronto]
Toronto ON M4W
Dispatched: 29/08/18 @ 18:57 EDT
[Stn: 312] Pumper-312
General Area: https://t.co/DR9jKN2kXh",1
@CBSNews He is stupid!,1
@nypost White tears https://t.co/tW3D89r2rx,0
@DAaronovitch When you tell the truth it will always upset those wishing to be ignorant of it.,0
@tonyr671 @Curry16Mary @MSNBC Nope that would be @SenateMajLdr,0
"@whatlad85 @guardian_sport @bglendenning @andybrassell @larssivertsen all true, except I pretend to be Terry Griffiths.",0
@Tryn2BPositive @LDBogart @cmclymer @maddow He’s a tiny little speck under Maddow’s giant shoe.,0
"Now Playing on https://t.co/NM4Ncxmhb0 All The Music You Love Like This One... 
Ledisi Feat. Jaheim - Stay Together",1
わからねえ,0
@2tweetaboutit @MailOnline Maybe they should deport all the knobheads who tried to stop it with him too.,1
@MENnewsdesk His sentence is a disgrace! He is a threat to children 🤬,0
@SkyNewsAust It would be awesome if they did shut it down,0
@chrissynasheka @AnabelleMorelYT @Ofcom Black people choosing to say the n word is irrelevant,0
"@FoxNews THIS is why we have the death penalty.
Kill these MF's",0
@Jamiepe83258453 @theage What news do you follow Jamie?,0
@JessGrose @laurahazardowen And then the landmine that is anyone in this scenario gets sick...,0
@wromany I don’t even do that ahahha,0
RT @CuriosidadesBRL: O bruxo era sinistro ⚽🔥 https://t.co/RR5ImsOZgB,0
"RT @ChristiAmorim: @AzzyOficixl Azzy e Choice: ao infinito e além

Eu: AO INFINITO E ALEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEM https://t.co/bdpkw…",0
White cop found guilty of murder for killing unarmed black teen https://t.co/WpWmSrmylg via @nypost,0
"RT @ndngenuity: @AprilMBeisaw @SAPIENS_org The samples of Natives used by these companies are small, &amp; confined to the Native groups of the…",1
"@kouro0728 はじめまして！わかめと申します。
繋がりタグへの反応ありがとうございました！お迎えに参りました😊
誤反応でしたらスルーお願いします🙈🙉🙊",0
@Oil_444 @FoxNews @RyanGaydos I'm white &amp; 100% agree with @Oil_444 white people are weird.,0
@johntierney40 @Attaphia @xpressanny @DailyMailUK 👍😡Good!,0
(وتحبون المال حبا جما) [الفجر:20] https://t.co/Y4sfali39m,1
@Lordoffarshire @chayab77 @guardian As soon as the UK give back what it stole from us and also pay reparation for s… https://t.co/GrDE8jQ0jF,1
@CoquiTalksTrash @washingtonpost Awfully white of them...,1
@stephenfhayes @jaketapper So disgusting,0
@CNN @CNNOpinion This is what the Liberals and the liberal media think of their own people if they disagree with th… https://t.co/ajhKAHLkWl,0
@ndtv Should have been blown off shoot them brutally so they shouldn't even dream it next time,1
@latimes More laughable is that you call yourself journalists,1
@quatermass3 @Independent That’s a racist response and you are blocked,1
@trishacullen @maddow @MaddowBlog @MensJournal I agree.  All white. Hmmmmm,0
@USATODAY Marvelous McCain from a war Criminal to American hero...go to the hell!,1
@RobProvince @cnni American citizens kill American citizens more.,0
@NewsyNick I had to kill Dr. Robotnik.,0
@realDonaldTrump @FoxNews Benedict Donald enemy of the US. Spreading hate,1
@Like_H2O @vinivinidogo @marcushjohnson @armandodkos @CapehartJ Someone is going to have to come in with some SUPER… https://t.co/1KU7hGjhbj,0
"@b_brexit @MailOnline @sajidjavid could you please, start deporting some of the lowlife your and the Labour Party h… https://t.co/IhDINODwER",1
@KelvinD @tombradby @Ofcom look into this. Disgrace from @tombradby Cheers,1
@NBCNews Anyone who litters should receive a mandatory one month sentence of cleaning up community waste for first… https://t.co/bjErQZm25e,0
@BBrayanLucas Caraí o cara tá famoso kkskjsksksks,0
@OneAmerican7 @GottaLaff @MSNBC He is promoting hate.,0
@nytimes Another big business win from the fool in charge of our children's education. Wake up America. Is this what you really want?,0
@brianstelter I would hate for the parent to come across this audio and hear their fucking kid dying. Not everything needs to be shared.,0
@tripgabriel @Susan_Hennessey This news should help minimize any distraction intended.,0
@ItsgoodtobeRaul @CNN You right but there are many mentally unstable people. Trump's rhetoric is dangerous!,0
@maggieNYT wherever do people get the notion dear leader is racist?,0
@nypost They should be put to death if convicted of this. A crime of this nature is as low as a person can get. The… https://t.co/3t0QDed3Wv,1
"@AgainstLeftArts @KyleClark What does this have to do with the president? The people in those photos are white nationalist, racist, cowards.",1
@CNNPolitics I've seen Fox commenters say they hope MCCain rots in hell. It amazes me how brazenly evil these people are. Its crazy!,0
@brianstelter @CalNBC Russian plants?  White supremacists pretending?,0
@Mrs_CoachCappy @USATODAY You are not poor because someone else is rich. That’s nonsense. A billionaire getting to… https://t.co/868gzursCf,0
@CNNPolitics @jaketapper This guy looks like insider trading.,0
"@SkyNews Compare this headline to the one below 
Black thugs attacking white policemen doing their duty… https://t.co/xmgbL0Hkbv",0
@ABC Here we go - only the figggin liberal media puts a racist slant on someone's comments. KISS OFF ABC CBS NBC CNN,1
@TODAYshow @NBCNews @OMAROSA Omarosa is a crazy snake and I love it. Maybe poison will assists in taking the orange nut job down.,0
@FoxNews Castration now,0
@nypost White Supremacy strikes again.,0
"@FoxNews Pull every DAMN one but I'll be impress when Hillary is arrested, until then DC is all smoke",0
"@nytimes I was appalled reading your opinion section concerning the murder in Iowa. Soooo racist!
Shame on NYT for printing that!’",1
@WSJ China can do wonders. It has nothing to lose. Unlike America wage parity China decides what wages to pay and at what price to sell,0
@ABC @jonkarl Love the soldier hate the vet sad,0
"@SkyNewsAust @dailytelegraph Propaganda !
If criminal then prosecution warranted .",1
"@SquinkyMcWinky @RFERL Even more, only those russians who know it by russian propaganda or those who never seen anything else.",0
David Davis alternative White Paper explored mutual recognition. We should have a serious look at that Tell gov’ to… https://t.co/55RQxYZYHr,0
@RWPUSA @CNNPolitics He'll have his day. He'll come out on top.,0
@matthewjdowd @eloiseat6 A tually - they are much more likely to rot in hell.....so saying - I don’t believe in either.,0
RT @Independent: Trump's lawyer spotted playing golf during the White House crisis - follow live updates https://t.co/k2L1ZMvuiz,0
@JewdyGold @maddow Our Thomas Paine.,0
RT @lorraineSW1: 'Cash Strapped' Councils Order New Bentleys https://t.co/R4Aj0rowzc via @GuidoFawkes,0
"@RealFacelessMan @JoeConchaTV Are you joking? Have you looked at the internals of those polls, it's absurdly split… https://t.co/iq6NrZadxy",0
@NBCNews Kick him in da balls.,1
@_DavePowell Bloody hell mate that was quick with the pot noodles?,0
@MyPhilosophyKJB @CBSNews Warning shots are a terrible idea. The bullet could hit an innocent or the weapon could j… https://t.co/N2rMHBHasu,0
@OwenJones84 @rce1276 Boris was elected mayor of London twice. He has always been a racist buffoon. The maths is scary now innit,1
@ScottishSPCA Awww bless them. Look at that wee black and white ones face. ❤️,0
RT @anwaralghanim: عطوان و احمد الربعي حطه بربعه https://t.co/5OKixuPfS6,1
@claudiutza_ @royalfocus1 @TheSun Haters are always going to hate.,0
@Michael46041497 @PhilHayYEP Racist,1
@FoxNews @RealCandaceO @realDonaldTrump The truth will set us free!.... at least it will help us make a good decision,0
@brianstelter @Destiny92301768 Fox News is another name for Planet of the Apes @foxandfriends @FoxNews @JudgeJeanine,0
"ツライ日々を描いてくその力が 共に行き抜くための糧と成り 同じしがらみを歩む人よ 隣にいるからさぁ手伸ばせよ
【HIGH.G.K LOW～ハジケロ～】",0
@Anand210599 @nilanjanaroy @kavita_krishnan U lost mental balance,0
@BostonGlobe No no no I need this fried raviolis,0
@nytimes Well we from the islands are yet to die,0
@harbord_st @Bdrichard2 @Channel4News @june_randeria Ironic that you are then telling a woman how to dress.,0
@KellyGr83803450 @mmontuori @AP @LauraLoomer Oh Laura loomer? A fashy-trash hate warrior reported it?,0
"@FoxNews now they will close bc white people do not want to work,",0
"India: Monsoon floods, landslides kill dozens in Kerala state  @AJENews  https://t.co/eJc3EjHcKM",0
@mrewanmurray I hate autocorrect.,0
@RichardMilhousN @k3rz0rg @nytimes Like cancer killing machine though seems impossible,0
@jaketapper @kaitlancollins @TheLeadCNN Sounds like the White House just sent you on another wild goose chase. https://t.co/PfNkL66vkg,1
@TorontoStar @RDiManno He should be put to death !!!,1
@FoxNews White supremacists the   Trump people in Washington.,0
@wolves_1990 @DBO187 @NathanielAgar,0
@washingtonpost He hired them what do you expect?,0
@eleanorturney Ankle,0
@ChelseaClinton @Newsweek @Twitter Ignorant people hear what they want to hear,1
"@guardian Diversity AKA less white people. 
You don't need diversity.  What is required is excellence.",0
@JerryDelish @CNNPolitics You Trump Trolls &amp; your juvenile memes 🙄,1
@AaronBlake She lies like a dog.  Perhaps he shoulda called her a rug.,1
@GrumpyPete @ayup_mi_duck @paullewismoney @faisalislam You getting the present with the future (after we leave) confused.,0
@MollyJongFast She’s gonna have a blast in la la land. Wish I was out that way so I could find her out somewhere an… https://t.co/uRBUpPGm1g,0
"RT @4VjZQY1012A8RbY: #بامر_سامي_عموري_هلالي
https://t.co/G5rLhBZ9rw",0
RT @MrKiteATM: 🎗️Llibertat José María Giménez de Vargas. Fue injustamente encarcelado por sus ideas defensivas el pasado 11 de agosto. Et v…,1
@ABC Dont blame climate change!! President change! Senseless leadership arrogant!!world class bully,1
@nytimes love how you hire racists who hate white people! Awesome!,1
"RT @kookpics: ‧₊˚✩彡. jungkook + your name
( #정국 #JUNGKOOK #BTS #방탄소년단 @BTS_twt ) https://t.co/tCMK8sXQ8s",0
@georgegalloway @Kevin_Maguire NATO's media. Hang together lads or hang separately,0
@ThePlumLineGS He’s a white man.,0
"@Osman_Marwa1 @Reuters 

📰 McCain Will join @zbig 
Both will rot in Hell_waiting for Fat Kissinger 🔜  ♨😩👹♨",1
@SirusMasters @ananavarro @TheView @sunny Go on YouTube it'll show you today's episode,0
"@Je_suis_elite @Amy_Siskind @malinablue @WSJ @realDonaldTrump Or he'd see the ""88"" as code for you know",0
@APCentralRegion @AP Only people that are bigots and racist LOVE Trump. Others barely tolerate him.,0
Ya no le comento a nadie más en fotos por que a mí no me dicen nada #SelfieForPicky https://t.co/eD8YvDxNiI,0
Dear @KagutaMuseveni we all know that he is a huge threat to you but what good is it if you kill all your oppositio… https://t.co/MJlMCSDoTB,0
@TheAtlantic @CaitlinPacific This is white male privilege fluffing at it's most abysmal level.,0
@washingtonpost And you are glad! Shame on you for even suggesting such a thing.,1
@jaketapper Long overdue he would kill it,0
"@realDonaldTrump @CNN @NBCNews In fact, every news outlet you’ve accused of lying needs to have restraining orders… https://t.co/xz0PpnivWv",1
@MarkDice Wonder what is more racist than @CNN Fake News,1
"@Newsweek He’s a proven, committed racist. What’s your point?",1
@FoxNews So now tax cuts are white nationalism? What the fuck is that logic? Most people ARENT WHITE.,1
@ryann72 @FoxNews Care for Women means caring for America.,0
"@AmandaLeeAP @jaketapper Well you stay safe and keep us posted, okay? Full Dad mode.",0
@Mrsarriball @MirrorFootball @MailSport When is deal set to be done? He is much needed,0
@BlueWaveNov6 @maggieNYT @nytmike What are those relationships?,0
"@nytimes Without a doubt, Hemingway would have hated what the NYT has become. He’d have despised your decision to hire an anti-white racist.",0
@ABC white privilage,0
"@NBCNews @frankthorp You are a fraud. McCain didn’t ask you to be there and McCain specifically demanded your Russian boss NOT to attend.,",1
@MSNBC @DeadlineWH Sen Paul is a traitor who cares what he thinks,1
@guardian Sure white man,0
"Sick bastard.
What is wrong with these people.
Chop the lot off. No anaesthetic.

Two-week-old baby in serious cond… https://t.co/p5DQ2riexS",1
@sarahaines @MaxShifrin Will your new show have a live audience,0
@ddale8 @Fahrenthold I’d like to choke that man,1
"@FoxNews When you break your silence against will of the people
Who voted President in White House,you lost all your
Privileges...",0
@JohnLeFevre @realKDilan @CNN Anti first ammendment,0
@nytimes Fat ass isn't trustworthy. https://t.co/q6ndS5YZeG,0
@IrishTimes BAlls to your rules.... https://t.co/R4apItsVQM,1
@Reuters @ReutersTV #America doesn't care if white people unfit of leadership ..be criminal inside you ok..,0
@dandrezner *shouts* Build that wall!,0
@JuliaHB1 @theresa_may Off with her head! Treason.,1
RT @PetioKun: mdrrrrr imagine ton daron il roule en claquette Gucci j’suis mort 😭😭😭 https://t.co/fTMSVPyK0P,0
"#DonaldTrump won't have chance to stop ""liking"" #SaudiArabians if they kill him! Saudi Arabians are #TERRORISTS &amp; t… https://t.co/dQD3X5g3q6",0
".@POTUS 45* @realDonaldTrump is #PersonaNonGrata according to @washingtonpost

#Putin got #Trump elected but @Trump… https://t.co/SBSCuZYzqN",0
@GottaLaff @MomsThoughts @MSNBC Make Lewandowski build the wall!,0
@BreakingNews @NBCNews He must be a white person flying it.....they can’t be terrorists.,0
@collette_books @theage @ScottMorrisonMP @LiberalAus Should have said she was an au pair,0
RT @RachelW62855400: @TIME @SenCoonsOffice Mr. Coons you are nothing but a #CoonsHoneyPot,0
"@SneakyMaus @Najat_AlSaeed @FoxNews Trump’s not let any American rot yet! If Obama had done same, people would be s… https://t.co/1sxdBcHjKz",0
"RT @business: LeBron James adds Showtime documentary series ""Shut Up and Dribble"" to his small-screen portfolio https://t.co/NHpBLGAOX8",1
@nytimes hate trump   24/7      hate trump    trump  trump trump     trump holds 7.3 billion people down      amazing hold down grip,1
RT @alexanderchee: @CBSNews Why are you lying about what he said?,1
"@fauji_panda Kalau dekat aq mau sereius,aq ponorogo",0
@Morgan_DallasTX @cnnbrk Would you say murder shouldnt be on the table if the cop was a Somali American and the vic… https://t.co/j9btTyL6ar,0
@HuffPost And his state needs to replace Lindsey Graham. Goddamn traitor,1
"@LindseyGrahamSC @FoxNews Why we rape our women, do we hate our women?
I think it's time to kill for our women
Time… https://t.co/NmBdKPqE7i",0
@trichardpdx @DrDenaGrayson @nytimes She did say that! Don’t you read you dope! https://t.co/z5Exdyg4MU,1
@dcsportsbog hate super nerds tbh https://t.co/5WU5MYa5ab,0
@ABC Hang him by his b—-s😠,1
@TIME @pinhead_lives Fake News!!! He don t hate gay!!!,1
@AP Call it what it is. An invasion force.,0
"@j2dumfounded @maggieNYT @overrunbydogs @FBI @DavidCayJ The ""dumb"" part is on the nail.  ;-)",0
@WanderlushVibes @BranSolomon @FoxNews It’s because he wants to make it harder to get guns 🙄,0
@realDonaldTrump @foxandfriends That explains it. #FauxNews @FoxNews latest crazy conspiracy theory. @POTUS #LocoDonnie is so gullible.,1
"@karentravers Sessions is implementing his white nationalist agenda, he should be more grateful.",0
@BDUTT @htTweets Let them die,0
@DPJHodges @DerbyChrisW Vile..imagine what jewish community must think,0
@RatGarrison @LMplusG @pbump What are the chances “Rat Garrison” is the sock puppet of the 1 MAGA account following him *lol*,0
@minorixxx3103 光男そんなに若かったんか！シャイニーと同級生いいなぁ\( ˆoˆ )/,0
@CBSNews RIP White House,0
@ABC You better impeach your president. He wants to meddle in South Africa’s politics. He is ill informed,1
Speechwriter who attended conference with white nationalists in 2016 leaves White House @CNNPolitics https://t.co/gz93d2tddZ,0
@matthewjdowd @PonceDeNeon404 Because it's too make America white again that's why,0
@uracontra_ @Flub1957 @piprabbit_uk @Independent We do risk bonding ourselves to oppressive patriarchy with an evol… https://t.co/XS1Nk8ViYw,0
@ScitguyB @MSNBC @CalNBC Naw you’re just white...,0
@Reuters Just string the bastard up,1
@kodenhk @jinpyokim https://t.co/Rai4sHmSRF,0
@marcorubio Your a  hypocritical joke.  Your a little weasel  who hides in a hole somewhere and pretends to be some… https://t.co/ch96ZK4nXI,1
"@CNN Ummm, because you're a criminal? That's probably as good a reason as any.",0
"@RealCandaceO @montaga @brianstelter @MikaBrezinski @JoeNBC @ChrisCuomo White liberals think they are so smart, using racism as a weapon.",0
@hibbsforchange @mike_Zollo @donlemon @CNN Are you sure? I heard they are up from 175 to 182 viewers.,0
@luluyilun @franklangfitt fake news,1
"@smh Dutton must explain to us what were the ""ongoing needs"" of this aupair.  Riding horses,  looking after childre… https://t.co/EIxMUOwk7V",0
"@SunShin60637593 @askkassi @CNN I hope she ir right man, really, RAPE is not a JOKE!!!
For me IS JAIL and chemical castration!!!!!",0
"@HuffPost Shut up, nobody cares about you   Stupid Cow",1
Commission d'enquête sur Ameenah Gurib-Fakim : L'Accountant General et un représentant des services de douanes bien… https://t.co/kzW5iMyr2q,1
@nic__carter @CNN Back stroke!!,0
@ABC Sen. Coons statement was needed here.,0
@MasonDorrbecker @Reuters Yikes ... painful lesson?,0
"RT @art2u2: Here we go with the bullcrap numbers the White House calls ""data"" @MSNBC @CNN @FoxNews @ABC @CBS @PBS @NPR",1
"@FoxNews No honey, you were seeking attention.
Pleading guilty would support your silly claims of ""rightful act"".",1
"@TheGibbonFather @TimNash_1 @alanshearer @BBCMOTD @rubendsneves_ Dreadful, eh? Because no one else in the Prem. does that. #wolvescheaters",0
@RealJamesWoods @KarenOggs @nytimes Professional Twitter racist more like it,0
"@jaketapper Go pretend like you’re a journalist somewhere else. 

Delete your account",1
"RT @2hdor: @JohnWren1950 @SkyNewsAust I see #newscorpse lost $2Bn. on Fox and its Aus. crap, how good is that! #auspol",0
@Bernstein @willystaley will you offer an apology to straight white men? https://t.co/CYQIqetAcE,0
@ICEgov YOU WILL ALL LOSE YOUR JOBS SOON YOU FUCKING SHITBAGS @realDonaldTrump @mike_pence @attorneygeneral #IMPEACHTRUMP,1
"@JoelLowery7 @FoxNews Another one of your really ""bright"" supporters.  ""DON'T"" IT MEAN YOU ARE PROUD.",0
@BarrySGraham @RealBillRussell @NFL @BostonGlobe @MSNBC @CNN Opinionated,0
"U.S. Plans to Pay Mexico to Deport Unauthorized Immigrants There   via @NYTimes

Say what? https://t.co/o0FU5mpCFt",0
@b_judah This will create wealth ghettos almost overnight. It’s a really stupid idea.,0
"RT @News_Ejazah: قائمة بعدد من الشركات الدولية الكبرى
التي لا تشترط حصول المتقدم
على درجة علمية أو شهادة جامعية

تعتمد على الخبرة والكفاءة…",0
@PhilipRucker “You can’t fix stupid.” Ron white,0
@CNN @CNNOpinion He's either going to die from his horrible health habits soon or will be so embroiled in all the l… https://t.co/FmGBWRy8IW,0
@maggieNYT @kathygriffin Makes you wonder if they were taping you too during all those off the record and on background chats. #DoYourJob,0
@ChasingOzPhotog @realDonaldTrump @FLOTUS @ABC @ABC2020 Up and at em 😘,0
@Lavenderfair @EricTrump @Reuters Of course he does! He can't read Michelle!,0
@washingtonpost The most racist president,1
@NPR Her husband can’t possibly be racist if she is visiting Africa.,0
@kathygriffin @FoxNews Scintillating. Bish I have seen worse on your bravo show.  Ok hmmmmmmmmm,0
@The_Darth_Shawn @jdmarr2017 @RealCandaceO @Bigjester50 @jaketapper @TPUSA @CNN (Free country for now anyway),0
Cheetah cub rescued from Somaliland traffickers dies  https://t.co/plvQ9w5IhT via @TheNationalUAE,0
⁦@CNN⁩ ⁦@CNNPolitics⁩ You suck! #MediaBias #Trump #TrumpTrain #MAGA #AmericaFirst  https://t.co/5bwbS9DIEm,1
"@DearbhailDibs Some middle aged, white men seem threatened by immigrants.",0
@brianbyrne32 @IrishTimes I'm not qualified to say. Better take it up with @freyamcc,0
@ASMsRFlyAF @wvjoe911 @cameronkgvi @nypost I will remain hopeful. Ya I sneak to the sink every now and then.,0
@nyhypnotherapy @tanyamiller1979 @nypost Should have shot him in his three piece set,1
@Reuters Dumb move.  You had more people watching tennis because of it.,0
"@Tarskan79 @paddyjdavitt Obviously, i’m not defending him",0
@tweetannylee @brianstelter You can have the lying racist 🐷 @realDonaldTrump,1
"@FoxNews Two things, shot this scum, Build The Wall!",1
@theage There’s more of that sinister white man hate propaganda that is becoming frighteningly normalized.,0
@PhilHayYEP Do you ever sleep Phil? We didn't get home till 5am so you can't have been much off that,0
@kester29569 @mac123_m @OwenJones84 What a load of old tosh,1
"RT @Fhkq_: アカウント2つ掛け持ちする資金が無くなったので1つ抽選します😭
ガチで渡すつもりです！
詐欺だと思う方は参加しなくて結構✋
9月1日に当選者にDM送ります！
RT＆フォローで参加です！
リプに追加画像あります！
#Fortnite 
#フォートナイト 
#…",1
@brianstelter That’s all that matter to him. White..,0
@onepinkpuss @RonanFarrow @nytimes @JaneMayerNYer I guess I can let go of the brief hope that cops were gonna pull this out.,0
"RT @Qe__llll: @Gareb70 شكرا إدارة غريب الطوس ادارتآ واعضاء
وشكرا لمن جعله من حسابي مميز 
لكم مني خالص الشكر والتقدير والاحترام 
وفقكم الله…",0
Democrats kill another innocent American! @CNNPolitics @CNN @NancyPelosi @SenSchumer @SenWarren @foxandfriends,1
@smh Every person alive will die …guaranteed,0
@FoxNews @SebGorka What crap!,1
There is no military option that can erase normal people’s desire to live with dignity and with hope of a better fu… https://t.co/BjEJuRZ3ya,0
@Whirlybird69 @DPJHodges Frank is a racist,1
@DCI_Kenya @MpashoNews @PeopleDailyKe @NPSOfficial_KE @APSKenya @K24Tv @citizentvkenya @TheStarKenya @StandardKenya… https://t.co/1Plat6qfMX,0
@brianstelter You started the hate @cnn by reporting one sided biased news because Hillary Clinton lost the election!,1
@TomblinStephen @CBSNews Explain how a phrase is racist? Are monkeys racist? Then please tell Apple.....🙈🐵🙉🙊🐒,1
Your suitability reports reflect the very latest #FCA guidelines and good practice.,0
"@RudyGiuliani He probably moved back to Kenya, his home country! He’s was seen there trying to ruin them! @FoxNews",0
https://t.co/2yDyEv9ASi,0
@FoxNews @Rosie Why do people actually listen to her hate? Thought she was moving out of the country!!,0
@rebeccaballhaus These are incredibly stupid people.,1
@MSNBC @JuddApatow @chrislhayes Umm...they're white. Think you misunderstood intent.,1
‘Sudanese immigrant terror attacker who hit cyclists in Westminster' https://t.co/55aASTHmC5 via @MailOnline,0
@Wulfkat @MSNBC @AriMelber @realDonaldTrump I’m counting down the minutes until @JohnBrennan is on @maddow 😊,0
"@sanepolitico @gazzahead @IrishTimes Another day, another conspiracy https://t.co/A9S9CS2dCq",0
@mathewlenning @kylexjordan @Grampy_Rick @Thoth60170721 @upuouo @JenniferJJacobs @DavidWright_CNN Except that you’r… https://t.co/pvU2KI1YbU,0
@CER_Grant @pmdfoster @CER_EU Stupid of may to fall into that trap,0
RT @CallieKhouri: @PhilipRucker @PuestoLoco @DavidNakamura They're white. He's not hostile towards white immigrants.,0
"RT @nqabamatshazi: With Kgalema Motlanthe chairing Mnangagwa's commission into August 1, I think ED has done well to answer his legitimacy…",1
@matthewjdowd Couldn’t agree more.  What do you think the Pope will say about this idea.,0
"@vampire6442014 @minaxue @QuEEnNiKKi @Omar_fromPR @darylblanksma @CBSNews No, BAD FOR EVERYONE!",0
@canadagraphs @ABCNetwork @CBS @nbc @FOXTV @TheCW They ran out of ideas.,0
@NPR This administration is just so stupid.,0
RT @Punziella: shit bout to go down https://t.co/mCvJOuys4M,0
@lvewg @matthewjdowd Ok do you have time now? I’ll wait..,0
RT @Boris_Patriot: @RT_com Fucking 🦎 reptile #GeorgeSoros,1
"@FoxNews White Nationalists marchers wear face masked!

PresidentTrump continues to divide America for selfish reasons!",1
@cnni Chain migration at the White House,0
@CoastalElite28 @ditzkoff I actually had this thought today. He's such a coward and weak person who needs approval.… https://t.co/NNEGfL3wYV,0
@TheGoodGodAbove @jaketapper Die because a Russian agent will kill her before she can talk.,1
@WSJ Add Cornyn to this list. It will grow. Brian Kemp is another member. Oh wait there are many more.,0
@Jeff4life56 @FoxNews Shut up will you you are attacking a pastor for doing what he believes in more than I can say for most people nowadays,1
"@Yraelias Économise, comme ça quand tu l’as trouve, vous pouvez partir plus vite aha",1
@08kid01 0 - 21,0
@ndtv @RahulGandhi PM Modi has tried something to diminish Black Money. He has at least abilities to work on what h… https://t.co/t2N7Y3jb0A,0
@LBC @ShelaghFogarty Yes the British government should warn ppl not to go to Iran criticise their government involv… https://t.co/SXibnSVDTK,0
@FoxNews @RealCandaceO @MariaBartiromo Yup. Like many people wanted to take down Hitler.,0
@washingtonpost Bold Faced Lie,1
@LivePDNation @TomMorrisJr1 @danabrams @Sean_C_Larkin Lets go for #1 #LivePDNation #LivePD #LivePD,0
"RT @CinemaClubAr: - لماذا الأحلام مُهمة بالنسبة لك ؟
= لأن في أحلامي لانزال معًا.

""Inception-2010"" https://t.co/CrLjYnaYMV",0
@ashleyketu @maggieNYT How freaking unoriginal you are.,1
"RT @GMA: The French Open appears to be sidelining @serenawilliams' famed catsuits, with the tournament's chief saying they ""would no longer…",1
@drfaustus61 @realDonaldTrump @FoxNews @LouDobbs Dan you should really consider your own comment! So Trump accused Hillary of..............,0
@mattyports Matt you should hang out with @ikhurshudyan,0
@HenriKouam @cnnbrk Why do you want to die?,0
@NPR Democratic leaders are trying to deflect from our thoroughly racist DNA. What we should do is put that history… https://t.co/UAuU3LWK0W,0
RT @LilEnigma1: @bobcesca_go @MalcolmNance @maddow 30% of them are Veterans! ⚓🇺🇸,0
@RealKeithNolan @orla_brady @OrlaGuerin We never do shite by half hahaha,0
Another round of layoffs hits the Daily News https://t.co/4nVgYY5VNw via @nypost Good remove hate news,1
"@ABC A resignation would be better. Once a racist, always a racist.",0
@FL_lewoo @FoxNews @bostonpolice @Patriots They aren’t literal nazis,0
@ABC What do you think will be said about trump when he dies who do you think will go to his funeral I can guarante… https://t.co/MjKfD1EPKG,0
RT @xBenJamminx: @CNN @jack @ReliableSources @brianstelter His lies are offensive. https://t.co/amrFgVqPf1,0
"@HuntsmanAbby @ABC @TheView @WhoopiGoldberg @JoyVBehar @sunny @MeghanMcCain Why would u go their wow, u were great with FOX!!",0
@MrBenShep @AFP @kjalee Good piece.,0
@ThePlumLineGS Because the Rs can’t do their jobs.  Eight years they have obstructed or relinquished their mandate… https://t.co/OEbStYFLGZ,0
@AP Need proper white British actor,0
@PattyArquette @3GirlsMeemaw @nytimes @MSNBC @CBSNews @abcnews @CNN I agree!! The kids on Scooby Doo “meddled” - th… https://t.co/X5aJ527Lo4,0
i don’t know if i should stay in florida or not🤷🏼‍♀️🤷🏼‍♀️,0
@SkyNewsBreak Grubs,0
@TheSun Hang the horrible cow,1
"@SBTwiBot hey, we get paid more ;3",0
@ndtv Will they not disclose sex?,0
@DanielB22225923 @Caitlyn30805195 @BBCCasualty @BBCOne NOT DYLAN 😢😢😢,0
@AmichaiStein1 @sirDukeDevin @nytimes But we need to destroy immigrant families and build a wall to the south of us… https://t.co/lpahi6ulB1,0
@valkmer2 @SamLitzinger @pastpunditry @thegarance Umbrellas kill people.,0
@UmarCheema1 Bt now a days seems this ws the only issue pak facing whr do our ladla pm wl live,0
@ABCPolitics @jonkarl She’s something else!,0
سؤالي مايحتاج اجابه خلاص 😔 https://t.co/LXaeUOm8dv,1
@markknoller @jaketapper Is it ever white enough?,0
@AsisOberdan @luismajul @AmericaTV https://t.co/xwDZqAVRDW,1
@evagolinger @brianstelter @rubin_kd @Amy_Siskind the Democrats arranged for that godforsaken circus and larping ha… https://t.co/grHtCmMjQZ,0
@SharonCoryell3 @Hbobrow1Hbobrow @maddow Is it happening in real time? Link pls,0
@newsbusters @AnnCoulter @MSNBC @FoxNews More Democrat HATE.,1
"@SE7inSM6 @JFr4ser @Gazereth @WarmongerHodges @Emily_Benn @BethRigby Yet shouting abuse at JC, gets a slap on the wrist. Hmm",0
@ItCorbyn @MarrShow @rabbisacks @jeremycorbyn Don't forget Arabs are a Semitic race too. Sacks supported an antisemitic march.,0
@TimHerrera is this bc your mom bought you snack cakes,0
